"yil","aldigi_sehir","sehir","sayi"
"","","Göç Alan:Niğde","207"
"","","Göç Alan:Ordu","730"
"","","Göç Alan:Osmaniye","203"
"","","Göç Alan:Rize","296"
"","","Göç Alan:Sakarya","1355"
"","","Göç Alan:Samsun","1257"
"","","Göç Alan:Şanlıurfa","586"
"","","Göç Alan:Siirt","139"
"","","Göç Alan:Sinop","114"
"","","Göç Alan:Şırnak","134"
"","","Göç Alan:Sivas","325"
"","","Göç Alan:Tekirdağ","761"
"","","Göç Alan:Tokat","630"
"","","Göç Alan:Trabzon","747"
"","","Göç Alan:Tunceli","82"
"","","Göç Alan:Uşak","263"
"","","Göç Alan:Van","663"
"","","Göç Alan:Yalova","996"
"","","Göç Alan:Yozgat","288"
"","","Göç Alan:Zonguldak","742"
"","Çanakkale-17","Göç Alan:Adana","195"
"","","Göç Alan:Adıyaman","33"
"","","Göç Alan:Afyonkarahisar","116"
"","","Göç Alan:Ağrı","76"
"","","Göç Alan:Aksaray","52"
"","","Göç Alan:Amasya","94"
"","","Göç Alan:Ankara","950"
"","","Göç Alan:Antalya","358"
"","","Göç Alan:Ardahan","16"
"","","Göç Alan:Artvin","37"
"","","Göç Alan:Aydın","359"
"","","Göç Alan:Balıkesir","1963"
"","","Göç Alan:Bartın","59"
"","","Göç Alan:Batman","37"
"","","Göç Alan:Bayburt","50"
"","","Göç Alan:Bilecik","96"
"","","Göç Alan:Bingöl","39"
"","","Göç Alan:Bitlis","47"
"","","Göç Alan:Bolu","74"
"","","Göç Alan:Burdur","39"
"","","Göç Alan:Bursa","1377"
"","","Göç Alan:Çanakkale","0"
"","","Göç Alan:Çankırı","13"
"","","Göç Alan:Çorum","65"
"","","Göç Alan:Denizli","170"
"","","Göç Alan:Diyarbakır","175"
"","","Göç Alan:Düzce","93"
"","","Göç Alan:Edirne","543"
"","","Göç Alan:Elazığ","76"
"","","Göç Alan:Erzincan","52"
"","","Göç Alan:Erzurum","118"
"","","Göç Alan:Eskişehir","249"
"","","Göç Alan:Gaziantep","96"
"","","Göç Alan:Giresun","72"
"","","Göç Alan:Gümüşhane","47"
"","","Göç Alan:Hakkari","23"
"","","Göç Alan:Hatay","160"
"","","Göç Alan:Iğdır","42"
"","","Göç Alan:Isparta","72"
"","","Göç Alan:İstanbul","4563"
"","","Göç Alan:İzmir","1483"
"","","Göç Alan:Kahramanmaraş","72"
"","","Göç Alan:Karabük","81"
"","","Göç Alan:Karaman","14"
"","","Göç Alan:Kars","46"
"","","Göç Alan:Kastamonu","71"
"","","Göç Alan:Kayseri","113"
"","","Göç Alan:Kilis","14"
"","","Göç Alan:Kırıkkale","43"
"","","Göç Alan:Kırklareli","355"
"","","Göç Alan:Kırşehir","21"
"","","Göç Alan:Kocaeli","648"
"","","Göç Alan:Konya","222"
"","","Göç Alan:Kütahya","166"
"","","Göç Alan:Malatya","84"
"","","Göç Alan:Manisa","525"
"","","Göç Alan:Mardin","94"
"","","Göç Alan:Mersin","201"
"","","Göç Alan:Muğla","293"
"","","Göç Alan:Muş","52"
"","","Göç Alan:Nevşehir","36"
"","","Göç Alan:Niğde","35"
"","","Göç Alan:Ordu","148"
"","","Göç Alan:Osmaniye","72"
"","","Göç Alan:Rize","58"
"","","Göç Alan:Sakarya","192"
"","","Göç Alan:Samsun","201"
"","","Göç Alan:Şanlıurfa","103"
"","","Göç Alan:Siirt","51"
"","","Göç Alan:Sinop","54"
"","","Göç Alan:Şırnak","55"
"","","Göç Alan:Sivas","65"
"","","Göç Alan:Tekirdağ","899"
"","","Göç Alan:Tokat","89"
"","","Göç Alan:Trabzon","91"
"","","Göç Alan:Tunceli","37"
"","","Göç Alan:Uşak","80"
"","","Göç Alan:Van","170"
"","","Göç Alan:Yalova","111"
"","","Göç Alan:Yozgat","30"
"","","Göç Alan:Zonguldak","153"
"","Çankırı-18","Göç Alan:Adana","108"
"","","Göç Alan:Adıyaman","35"
"","","Göç Alan:Afyonkarahisar","55"
"","","Göç Alan:Ağrı","51"
"","","Göç Alan:Aksaray","71"
"","","Göç Alan:Amasya","48"
"","","Göç Alan:Ankara","4990"
"","","Göç Alan:Antalya","168"
"","","Göç Alan:Ardahan","10"
"","","Göç Alan:Artvin","10"
"","","Göç Alan:Aydın","66"
"","","Göç Alan:Balıkesir","87"
"","","Göç Alan:Bartın","56"
"","","Göç Alan:Batman","25"
"","","Göç Alan:Bayburt","13"
"","","Göç Alan:Bilecik","15"
"","","Göç Alan:Bingöl","26"
"","","Göç Alan:Bitlis","26"
"","","Göç Alan:Bolu","149"
"","","Göç Alan:Burdur","22"
"","","Göç Alan:Bursa","136"
"","","Göç Alan:Çanakkale","45"
"","","Göç Alan:Çankırı","0"
"","","Göç Alan:Çorum","155"
"","","Göç Alan:Denizli","25"
"","","Göç Alan:Diyarbakır","107"
"","","Göç Alan:Düzce","50"
"","","Göç Alan:Edirne","9"
"","","Göç Alan:Elazığ","26"
"","","Göç Alan:Erzincan","31"
"","","Göç Alan:Erzurum","59"
"","","Göç Alan:Eskişehir","64"
"","","Göç Alan:Gaziantep","45"
"","","Göç Alan:Giresun","28"
"","","Göç Alan:Gümüşhane","15"
"","","Göç Alan:Hakkari","17"
"","","Göç Alan:Hatay","74"
"","","Göç Alan:Iğdır","20"
"","","Göç Alan:Isparta","27"
"","","Göç Alan:İstanbul","2868"
"","","Göç Alan:İzmir","144"
"","","Göç Alan:Kahramanmaraş","75"
"","","Göç Alan:Karabük","353"
"","","Göç Alan:Karaman","12"
"","","Göç Alan:Kars","19"
"","","Göç Alan:Kastamonu","308"
"","","Göç Alan:Kayseri","81"
"","","Göç Alan:Kilis","4"
"","","Göç Alan:Kırıkkale","183"
"","","Göç Alan:Kırklareli","12"
"","","Göç Alan:Kırşehir","24"
"","","Göç Alan:Kocaeli","292"
"","","Göç Alan:Konya","173"
"","","Göç Alan:Kütahya","16"
"","","Göç Alan:Malatya","48"
"","","Göç Alan:Manisa","60"
"","","Göç Alan:Mardin","26"
"","","Göç Alan:Mersin","72"
"","","Göç Alan:Muğla","49"
"","","Göç Alan:Muş","27"
"","","Göç Alan:Nevşehir","23"
"","","Göç Alan:Niğde","17"
"","","Göç Alan:Ordu","46"
"","","Göç Alan:Osmaniye","34"
"","","Göç Alan:Rize","21"
"","","Göç Alan:Sakarya","111"
"","","Göç Alan:Samsun","239"
"","","Göç Alan:Şanlıurfa","103"
"","","Göç Alan:Siirt","15"
"","","Göç Alan:Sinop","60"
"","","Göç Alan:Şırnak","34"
"","","Göç Alan:Sivas","71"
"","","Göç Alan:Tekirdağ","37"
"","","Göç Alan:Tokat","85"
"","","Göç Alan:Trabzon","59"
"","","Göç Alan:Tunceli","9"
"","","Göç Alan:Uşak","26"
"","","Göç Alan:Van","55"
"","","Göç Alan:Yalova","24"
"","","Göç Alan:Yozgat","62"
"","","Göç Alan:Zonguldak","147"
"","Çorum-19","Göç Alan:Adana","107"
"","","Göç Alan:Adıyaman","36"
"","","Göç Alan:Afyonkarahisar","105"
"","","Göç Alan:Ağrı","49"
"","","Göç Alan:Aksaray","66"
"","","Göç Alan:Amasya","762"
"","","Göç Alan:Ankara","6689"
"","","Göç Alan:Antalya","440"
"","","Göç Alan:Ardahan","14"
"","","Göç Alan:Artvin","41"
"","","Göç Alan:Aydın","204"
"","","Göç Alan:Balıkesir","220"
"","","Göç Alan:Bartın","82"
"","","Göç Alan:Batman","35"
"","","Göç Alan:Bayburt","49"
"","","Göç Alan:Bilecik","14"
"","","Göç Alan:Bingöl","24"
"","","Göç Alan:Bitlis","43"
"","","Göç Alan:Bolu","186"
"","","Göç Alan:Burdur","29"
"","","Göç Alan:Bursa","397"
"","","Göç Alan:Çanakkale","85"
"","","Göç Alan:Çankırı","176"
"","","Göç Alan:Çorum","0"
"","","Göç Alan:Denizli","87"
"","","Göç Alan:Diyarbakır","104"
"","","Göç Alan:Düzce","70"
"","","Göç Alan:Edirne","37"
"","","Göç Alan:Elazığ","107"
"","","Göç Alan:Erzincan","52"
"","","Göç Alan:Erzurum","124"
"","","Göç Alan:Eskişehir","185"
"","","Göç Alan:Gaziantep","92"
"","","Göç Alan:Giresun","156"
"","","Göç Alan:Gümüşhane","80"
"","","Göç Alan:Hakkari","17"
"","","Göç Alan:Hatay","98"
"","","Göç Alan:Iğdır","31"
"","","Göç Alan:Isparta","60"
"","","Göç Alan:İstanbul","2419"
"","","Göç Alan:İzmir","707"
"","","Göç Alan:Kahramanmaraş","88"
"","","Göç Alan:Karabük","123"
"","","Göç Alan:Karaman","30"
"","","Göç Alan:Kars","27"
"","","Göç Alan:Kastamonu","308"
"","","Göç Alan:Kayseri","258"
"","","Göç Alan:Kilis","11"
"","","Göç Alan:Kırıkkale","322"
"","","Göç Alan:Kırklareli","24"
"","","Göç Alan:Kırşehir","81"
"","","Göç Alan:Kocaeli","277"
"","","Göç Alan:Konya","339"
"","","Göç Alan:Kütahya","66"
"","","Göç Alan:Malatya","56"
"","","Göç Alan:Manisa","121"
"","","Göç Alan:Mardin","51"
"","","Göç Alan:Mersin","149"
"","","Göç Alan:Muğla","191"
"","","Göç Alan:Muş","49"
"","","Göç Alan:Nevşehir","48"
"","","Göç Alan:Niğde","29"
"","","Göç Alan:Ordu","198"
"","","Göç Alan:Osmaniye","50"
"","","Göç Alan:Rize","67"
"","","Göç Alan:Sakarya","139"
"","","Göç Alan:Samsun","1010"
"","","Göç Alan:Şanlıurfa","188"
"","","Göç Alan:Siirt","31"
"","","Göç Alan:Sinop","196"
"","","Göç Alan:Şırnak","32"
"","","Göç Alan:Sivas","193"
"","","Göç Alan:Tekirdağ","108"
"","","Göç Alan:Tokat","444"
"","","Göç Alan:Trabzon","214"
"","","Göç Alan:Tunceli","25"
"","","Göç Alan:Uşak","27"
"","","Göç Alan:Van","76"
"","","Göç Alan:Yalova","40"
"","","Göç Alan:Yozgat","325"
"","","Göç Alan:Zonguldak","130"
"","Denizli-20","Göç Alan:Adana","239"
"","","Göç Alan:Adıyaman","53"
"","","Göç Alan:Afyonkarahisar","1294"
"","","Göç Alan:Ağrı","107"
"","","Göç Alan:Aksaray","74"
"","","Göç Alan:Amasya","74"
"","","Göç Alan:Ankara","1267"
"","","Göç Alan:Antalya","1495"
"","","Göç Alan:Ardahan","31"
"","","Göç Alan:Artvin","31"
"","","Göç Alan:Aydın","2217"
"","","Göç Alan:Balıkesir","430"
"","","Göç Alan:Bartın","49"
"","","Göç Alan:Batman","74"
"","","Göç Alan:Bayburt","35"
"","","Göç Alan:Bilecik","51"
"","","Göç Alan:Bingöl","47"
"","","Göç Alan:Bitlis","69"
"","","Göç Alan:Bolu","70"
"","","Göç Alan:Burdur","802"
"","","Göç Alan:Bursa","548"
"","","Göç Alan:Çanakkale","227"
"","","Göç Alan:Çankırı","52"
"","","Göç Alan:Çorum","62"
"","","Göç Alan:Denizli","0"
"","","Göç Alan:Diyarbakır","142"
"","","Göç Alan:Düzce","65"
"","","Göç Alan:Edirne","80"
"","","Göç Alan:Elazığ","64"
"","","Göç Alan:Erzincan","74"
"","","Göç Alan:Erzurum","195"
"","","Göç Alan:Eskişehir","362"
"","","Göç Alan:Gaziantep","247"
"","","Göç Alan:Giresun","103"
"","","Göç Alan:Gümüşhane","43"
"","","Göç Alan:Hakkari","54"
"","","Göç Alan:Hatay","233"
"","","Göç Alan:Iğdır","51"
"","","Göç Alan:Isparta","727"
"","","Göç Alan:İstanbul","2156"
"","","Göç Alan:İzmir","2754"
"","","Göç Alan:Kahramanmaraş","100"
"","","Göç Alan:Karabük","92"
"","","Göç Alan:Karaman","69"
"","","Göç Alan:Kars","76"
"","","Göç Alan:Kastamonu","71"
"","","Göç Alan:Kayseri","152"
"","","Göç Alan:Kilis","21"
"","","Göç Alan:Kırıkkale","81"
"","","Göç Alan:Kırklareli","72"
"","","Göç Alan:Kırşehir","36"
"","","Göç Alan:Kocaeli","280"
"","","Göç Alan:Konya","601"
"","","Göç Alan:Kütahya","294"
"","","Göç Alan:Malatya","86"
"","","Göç Alan:Manisa","1120"
"","","Göç Alan:Mardin","104"
"","","Göç Alan:Mersin","339"
"","","Göç Alan:Muğla","1532"
"","","Göç Alan:Muş","113"
"","","Göç Alan:Nevşehir","86"
"","","Göç Alan:Niğde","74"
"","","Göç Alan:Ordu","118"
"","","Göç Alan:Osmaniye","84"
"","","Göç Alan:Rize","68"
"","","Göç Alan:Sakarya","145"
"","","Göç Alan:Samsun","149"
"","","Göç Alan:Şanlıurfa","229"
"","","Göç Alan:Siirt","49"
"","","Göç Alan:Sinop","44"
"","","Göç Alan:Şırnak","78"
"","","Göç Alan:Sivas","94"
"","","Göç Alan:Tekirdağ","148"
"","","Göç Alan:Tokat","87"
"","","Göç Alan:Trabzon","123"
"","","Göç Alan:Tunceli","31"
"","","Göç Alan:Uşak","707"
"","","Göç Alan:Van","257"
"","","Göç Alan:Yalova","41"
"","","Göç Alan:Yozgat","71"
"","","Göç Alan:Zonguldak","124"
"","Diyarbakır-21","Göç Alan:Adana","1674"
"","","Göç Alan:Adıyaman","586"
"","","Göç Alan:Afyonkarahisar","205"
"","","Göç Alan:Ağrı","270"
"","","Göç Alan:Aksaray","139"
"","","Göç Alan:Amasya","198"
"","","Göç Alan:Ankara","4021"
"","","Göç Alan:Antalya","2357"
"","","Göç Alan:Ardahan","77"
"","","Göç Alan:Artvin","115"
"","","Göç Alan:Aydın","695"
"","","Göç Alan:Balıkesir","754"
"","","Göç Alan:Bartın","38"
"","","Göç Alan:Batman","2592"
"","","Göç Alan:Bayburt","119"
"","","Göç Alan:Bilecik","159"
"","","Göç Alan:Bingöl","1130"
"","","Göç Alan:Bitlis","590"
"","","Göç Alan:Bolu","133"
"","","Göç Alan:Burdur","134"
"","","Göç Alan:Bursa","2133"
"","","Göç Alan:Çanakkale","203"
"","","Göç Alan:Çankırı","55"
"","","Göç Alan:Çorum","79"
"","","Göç Alan:Denizli","235"
"","","Göç Alan:Diyarbakır","0"
"","","Göç Alan:Düzce","160"
"","","Göç Alan:Edirne","167"
"","","Göç Alan:Elazığ","2036"
"","","Göç Alan:Erzincan","253"
"","","Göç Alan:Erzurum","358"
"","","Göç Alan:Eskişehir","564"
"","","Göç Alan:Gaziantep","1007"
"","","Göç Alan:Giresun","148"
"","","Göç Alan:Gümüşhane","148"
"","","Göç Alan:Hakkari","121"
"","","Göç Alan:Hatay","776"
"","","Göç Alan:Iğdır","127"
"","","Göç Alan:Isparta","213"
"","","Göç Alan:İstanbul","9251"
"","","Göç Alan:İzmir","4139"
"","","Göç Alan:Kahramanmaraş","484"
"","","Göç Alan:Karabük","93"
"","","Göç Alan:Karaman","84"
"","","Göç Alan:Kars","236"
"","","Göç Alan:Kastamonu","132"
"","","Göç Alan:Kayseri","452"
"","","Göç Alan:Kilis","110"
"","","Göç Alan:Kırıkkale","151"
"","","Göç Alan:Kırklareli","102"
"","","Göç Alan:Kırşehir","105"
"","","Göç Alan:Kocaeli","819"
"","","Göç Alan:Konya","712"
"","","Göç Alan:Kütahya","179"
"","","Göç Alan:Malatya","1174"
"","","Göç Alan:Manisa","553"
"","","Göç Alan:Mardin","1779"
"","","Göç Alan:Mersin","2042"
"","","Göç Alan:Muğla","520"
"","","Göç Alan:Muş","471"
"","","Göç Alan:Nevşehir","132"
"","","Göç Alan:Niğde","125"
"","","Göç Alan:Ordu","182"
"","","Göç Alan:Osmaniye","237"
"","","Göç Alan:Rize","89"
"","","Göç Alan:Sakarya","244"
"","","Göç Alan:Samsun","275"
"","","Göç Alan:Şanlıurfa","1965"
"","","Göç Alan:Siirt","727"
"","","Göç Alan:Sinop","51"
"","","Göç Alan:Şırnak","349"
"","","Göç Alan:Sivas","281"
"","","Göç Alan:Tekirdağ","550"
"","","Göç Alan:Tokat","241"
"","","Göç Alan:Trabzon","160"
"","","Göç Alan:Tunceli","313"
"","","Göç Alan:Uşak","93"
"","","Göç Alan:Van","719"
"","","Göç Alan:Yalova","257"
"","","Göç Alan:Yozgat","133"
"","","Göç Alan:Zonguldak","124"
"","Düzce-81","Göç Alan:Adana","78"
"","","Göç Alan:Adıyaman","22"
"","","Göç Alan:Afyonkarahisar","50"
"","","Göç Alan:Ağrı","66"
"","","Göç Alan:Aksaray","41"
"","","Göç Alan:Amasya","24"
"","","Göç Alan:Ankara","817"
"","","Göç Alan:Antalya","136"
"","","Göç Alan:Ardahan","11"
"","","Göç Alan:Artvin","34"
"","","Göç Alan:Aydın","75"
"","","Göç Alan:Balıkesir","147"
"","","Göç Alan:Bartın","92"
"","","Göç Alan:Batman","18"
"","","Göç Alan:Bayburt","122"
"","","Göç Alan:Bilecik","66"
"","","Göç Alan:Bingöl","20"
"","","Göç Alan:Bitlis","36"
"","","Göç Alan:Bolu","800"
"","","Göç Alan:Burdur","22"
"","","Göç Alan:Bursa","354"
"","","Göç Alan:Çanakkale","78"
"","","Göç Alan:Çankırı","40"
"","","Göç Alan:Çorum","35"
"","","Göç Alan:Denizli","65"
"","","Göç Alan:Diyarbakır","97"
"","","Göç Alan:Düzce","0"
"","","Göç Alan:Edirne","36"
"","","Göç Alan:Elazığ","24"
"","","Göç Alan:Erzincan","27"
"","","Göç Alan:Erzurum","70"
"","","Göç Alan:Eskişehir","140"
"","","Göç Alan:Gaziantep","57"
"","","Göç Alan:Giresun","112"
"","","Göç Alan:Gümüşhane","69"
"","","Göç Alan:Hakkari","20"
"","","Göç Alan:Hatay","75"
"","","Göç Alan:Iğdır","21"
"","","Göç Alan:Isparta","41"
"","","Göç Alan:İstanbul","2235"
"","","Göç Alan:İzmir","233"
"","","Göç Alan:Kahramanmaraş","31"
"","","Göç Alan:Karabük","148"
"","","Göç Alan:Karaman","21"
"","","Göç Alan:Kars","20"
"","","Göç Alan:Kastamonu","86"
"","","Göç Alan:Kayseri","69"
"","","Göç Alan:Kilis","4"
"","","Göç Alan:Kırıkkale","25"
"","","Göç Alan:Kırklareli","31"
"","","Göç Alan:Kırşehir","17"
"","","Göç Alan:Kocaeli","959"
"","","Göç Alan:Konya","106"
"","","Göç Alan:Kütahya","80"
"","","Göç Alan:Malatya","48"
"","","Göç Alan:Manisa","88"
"","","Göç Alan:Mardin","34"
"","","Göç Alan:Mersin","85"
"","","Göç Alan:Muğla","89"
"","","Göç Alan:Muş","18"
"","","Göç Alan:Nevşehir","14"
"","","Göç Alan:Niğde","9"
"","","Göç Alan:Ordu","84"
"","","Göç Alan:Osmaniye","23"
"","","Göç Alan:Rize","40"
"","","Göç Alan:Sakarya","1151"
"","","Göç Alan:Samsun","117"
"","","Göç Alan:Şanlıurfa","59"
"","","Göç Alan:Siirt","22"
"","","Göç Alan:Sinop","24"
"","","Göç Alan:Şırnak","14"
"","","Göç Alan:Sivas","29"
"","","Göç Alan:Tekirdağ","117"
"","","Göç Alan:Tokat","66"
"","","Göç Alan:Trabzon","130"
"","","Göç Alan:Tunceli","6"
"","","Göç Alan:Uşak","21"
"","","Göç Alan:Van","77"
"","","Göç Alan:Yalova","73"
"","","Göç Alan:Yozgat","27"
"","","Göç Alan:Zonguldak","551"
"","Edirne-22","Göç Alan:Adana","120"
"","","Göç Alan:Adıyaman","21"
"","","Göç Alan:Afyonkarahisar","78"
"","","Göç Alan:Ağrı","92"
"","","Göç Alan:Aksaray","20"
"","","Göç Alan:Amasya","43"
"","","Göç Alan:Ankara","596"
"","","Göç Alan:Antalya","151"
"","","Göç Alan:Ardahan","26"
"","","Göç Alan:Artvin","11"
"","","Göç Alan:Aydın","143"
"","","Göç Alan:Balıkesir","385"
"","","Göç Alan:Bartın","53"
"","","Göç Alan:Batman","42"
"","","Göç Alan:Bayburt","119"
"","","Göç Alan:Bilecik","32"
"","","Göç Alan:Bingöl","18"
"","","Göç Alan:Bitlis","38"
"","","Göç Alan:Bolu","53"
"","","Göç Alan:Burdur","14"
"","","Göç Alan:Bursa","477"
"","","Göç Alan:Çanakkale","567"
"","","Göç Alan:Çankırı","23"
"","","Göç Alan:Çorum","55"
"","","Göç Alan:Denizli","104"
"","","Göç Alan:Diyarbakır","218"
"","","Göç Alan:Düzce","51"
"","","Göç Alan:Edirne","0"
"","","Göç Alan:Elazığ","37"
"","","Göç Alan:Erzincan","39"
"","","Göç Alan:Erzurum","94"
"","","Göç Alan:Eskişehir","131"
"","","Göç Alan:Gaziantep","74"
"","","Göç Alan:Giresun","41"
"","","Göç Alan:Gümüşhane","121"
"","","Göç Alan:Hakkari","33"
"","","Göç Alan:Hatay","122"
"","","Göç Alan:Iğdır","52"
"","","Göç Alan:Isparta","26"
"","","Göç Alan:İstanbul","5456"
"","","Göç Alan:İzmir","566"
"","","Göç Alan:Kahramanmaraş","35"
"","","Göç Alan:Karabük","86"
"","","Göç Alan:Karaman","12"
"","","Göç Alan:Kars","80"
"","","Göç Alan:Kastamonu","56"
"","","Göç Alan:Kayseri","74"
"","","Göç Alan:Kilis","29"
"","","Göç Alan:Kırıkkale","34"
"","","Göç Alan:Kırklareli","1003"
"","","Göç Alan:Kırşehir","20"
"","","Göç Alan:Kocaeli","444"
"","","Göç Alan:Konya","142"
"","","Göç Alan:Kütahya","57"
"","","Göç Alan:Malatya","80"
"","","Göç Alan:Manisa","177"
"","","Göç Alan:Mardin","97"
"","","Göç Alan:Mersin","118"
"","","Göç Alan:Muğla","120"
"","","Göç Alan:Muş","27"
"","","Göç Alan:Nevşehir","25"
"","","Göç Alan:Niğde","31"
"","","Göç Alan:Ordu","124"
"","","Göç Alan:Osmaniye","52"
"","","Göç Alan:Rize","29"
"","","Göç Alan:Sakarya","161"
"","","Göç Alan:Samsun","119"
"","","Göç Alan:Şanlıurfa","81"
"","","Göç Alan:Siirt","29"
"","","Göç Alan:Sinop","24"
"","","Göç Alan:Şırnak","61"
"","","Göç Alan:Sivas","57"
"","","Göç Alan:Tekirdağ","2868"
"","","Göç Alan:Tokat","59"
"","","Göç Alan:Trabzon","71"
"","","Göç Alan:Tunceli","20"
"","","Göç Alan:Uşak","43"
"","","Göç Alan:Van","81"
"","","Göç Alan:Yalova","53"
"","","Göç Alan:Yozgat","29"
"","","Göç Alan:Zonguldak","140"
"","Elazığ-23","Göç Alan:Adana","555"
"","","Göç Alan:Adıyaman","306"
"","","Göç Alan:Afyonkarahisar","81"
"","","Göç Alan:Ağrı","79"
"","","Göç Alan:Aksaray","50"
"","","Göç Alan:Amasya","131"
"","","Göç Alan:Ankara","1407"
"","","Göç Alan:Antalya","515"
"","","Göç Alan:Ardahan","61"
"","","Göç Alan:Artvin","36"
"","","Göç Alan:Aydın","165"
"","","Göç Alan:Balıkesir","195"
"","","Göç Alan:Bartın","26"
"","","Göç Alan:Batman","142"
"","","Göç Alan:Bayburt","68"
"","","Göç Alan:Bilecik","50"
"","","Göç Alan:Bingöl","1015"
"","","Göç Alan:Bitlis","111"
"","","Göç Alan:Bolu","58"
"","","Göç Alan:Burdur","22"
"","","Göç Alan:Bursa","497"
"","","Göç Alan:Çanakkale","54"
"","","Göç Alan:Çankırı","41"
"","","Göç Alan:Çorum","77"
"","","Göç Alan:Denizli","86"
"","","Göç Alan:Diyarbakır","1185"
"","","Göç Alan:Düzce","50"
"","","Göç Alan:Edirne","63"
"","","Göç Alan:Elazığ","0"
"","","Göç Alan:Erzincan","254"
"","","Göç Alan:Erzurum","280"
"","","Göç Alan:Eskişehir","156"
"","","Göç Alan:Gaziantep","420"
"","","Göç Alan:Giresun","119"
"","","Göç Alan:Gümüşhane","84"
"","","Göç Alan:Hakkari","32"
"","","Göç Alan:Hatay","262"
"","","Göç Alan:Iğdır","40"
"","","Göç Alan:Isparta","88"
"","","Göç Alan:İstanbul","2785"
"","","Göç Alan:İzmir","752"
"","","Göç Alan:Kahramanmaraş","406"
"","","Göç Alan:Karabük","51"
"","","Göç Alan:Karaman","29"
"","","Göç Alan:Kars","79"
"","","Göç Alan:Kastamonu","53"
"","","Göç Alan:Kayseri","262"
"","","Göç Alan:Kilis","51"
"","","Göç Alan:Kırıkkale","44"
"","","Göç Alan:Kırklareli","52"
"","","Göç Alan:Kırşehir","59"
"","","Göç Alan:Kocaeli","350"
"","","Göç Alan:Konya","346"
"","","Göç Alan:Kütahya","98"
"","","Göç Alan:Malatya","2253"
"","","Göç Alan:Manisa","184"
"","","Göç Alan:Mardin","119"
"","","Göç Alan:Mersin","488"
"","","Göç Alan:Muğla","195"
"","","Göç Alan:Muş","214"
"","","Göç Alan:Nevşehir","46"
"","","Göç Alan:Niğde","62"
"","","Göç Alan:Ordu","101"
"","","Göç Alan:Osmaniye","205"
"","","Göç Alan:Rize","88"
"","","Göç Alan:Sakarya","118"
"","","Göç Alan:Samsun","149"
"","","Göç Alan:Şanlıurfa","377"
"","","Göç Alan:Siirt","87"
"","","Göç Alan:Sinop","13"
"","","Göç Alan:Şırnak","69"
"","","Göç Alan:Sivas","185"
"","","Göç Alan:Tekirdağ","105"
"","","Göç Alan:Tokat","200"
"","","Göç Alan:Trabzon","111"
"","","Göç Alan:Tunceli","504"
"","","Göç Alan:Uşak","40"
"","","Göç Alan:Van","131"
"","","Göç Alan:Yalova","54"
"","","Göç Alan:Yozgat","94"
"","","Göç Alan:Zonguldak","49"
"","Erzincan-24","Göç Alan:Adana","195"
"","","Göç Alan:Adıyaman","122"
"","","Göç Alan:Afyonkarahisar","47"
"","","Göç Alan:Ağrı","124"
"","","Göç Alan:Aksaray","34"
"","","Göç Alan:Amasya","97"
"","","Göç Alan:Ankara","923"
"","","Göç Alan:Antalya","242"
"","","Göç Alan:Ardahan","57"
"","","Göç Alan:Artvin","48"
"","","Göç Alan:Aydın","130"
"","","Göç Alan:Balıkesir","133"
"","","Göç Alan:Bartın","22"
"","","Göç Alan:Batman","55"
"","","Göç Alan:Bayburt","188"
"","","Göç Alan:Bilecik","40"
"","","Göç Alan:Bingöl","94"
"","","Göç Alan:Bitlis","60"
"","","Göç Alan:Bolu","33"
"","","Göç Alan:Burdur","31"
"","","Göç Alan:Bursa","304"
"","","Göç Alan:Çanakkale","63"
"","","Göç Alan:Çankırı","34"
"","","Göç Alan:Çorum","45"
"","","Göç Alan:Denizli","65"
"","","Göç Alan:Diyarbakır","195"
"","","Göç Alan:Düzce","37"
"","","Göç Alan:Edirne","40"
"","","Göç Alan:Elazığ","305"
"","","Göç Alan:Erzincan","0"
"","","Göç Alan:Erzurum","791"
"","","Göç Alan:Eskişehir","86"
"","","Göç Alan:Gaziantep","154"
"","","Göç Alan:Giresun","97"
"","","Göç Alan:Gümüşhane","446"
"","","Göç Alan:Hakkari","31"
"","","Göç Alan:Hatay","105"
"","","Göç Alan:Iğdır","91"
"","","Göç Alan:Isparta","47"
"","","Göç Alan:İstanbul","2566"
"","","Göç Alan:İzmir","421"
"","","Göç Alan:Kahramanmaraş","144"
"","","Göç Alan:Karabük","52"
"","","Göç Alan:Karaman","24"
"","","Göç Alan:Kars","85"
"","","Göç Alan:Kastamonu","32"
"","","Göç Alan:Kayseri","137"
"","","Göç Alan:Kilis","16"
"","","Göç Alan:Kırıkkale","67"
"","","Göç Alan:Kırklareli","23"
"","","Göç Alan:Kırşehir","39"
"","","Göç Alan:Kocaeli","283"
"","","Göç Alan:Konya","136"
"","","Göç Alan:Kütahya","50"
"","","Göç Alan:Malatya","332"
"","","Göç Alan:Manisa","97"
"","","Göç Alan:Mardin","76"
"","","Göç Alan:Mersin","187"
"","","Göç Alan:Muğla","89"
"","","Göç Alan:Muş","57"
"","","Göç Alan:Nevşehir","35"
"","","Göç Alan:Niğde","45"
"","","Göç Alan:Ordu","109"
"","","Göç Alan:Osmaniye","80"
"","","Göç Alan:Rize","61"
"","","Göç Alan:Sakarya","86"
"","","Göç Alan:Samsun","190"
"","","Göç Alan:Şanlıurfa","162"
"","","Göç Alan:Siirt","48"
"","","Göç Alan:Sinop","27"
