"cinsiyet","","","yil","il","sayi",""
"","","","","Şırnak(Merkez)-1661","1310",""
"","","","","Şırnak(Silopi)-1623","1853",""
"","","","","Şırnak(Uludere)-1698","483",""
"","","","","Sivas(Akıncılar)-1870","20",""
"","","","","Sivas(Altınyayla)-1875","87",""
"","","","","Sivas(Divriği)-1282","72",""
"","","","","Sivas(Doğanşar)-1913","12",""
"","","","","Sivas(Gemerek)-1342","163",""
"","","","","Sivas(Gölova)-1927","16",""
"","","","","Sivas(Gürün)-1373","136",""
"","","","","Sivas(Hafik)-1376","53",""
"","","","","Sivas(İmranlı)-1407","36",""
"","","","","Sivas(Kangal)-1431","150",""
"","","","","Sivas(Koyulhisar)-1484","56",""
"","","","","Sivas(Merkez)-1628","2868",""
"","","","","Sivas(Şarkışla)-1650","327",""
"","","","","Sivas(Suşehri)-1646","175",""
"","","","","Sivas(Ulaş)-1991","87",""
"","","","","Sivas(Yıldızeli)-1731","327",""
"","","","","Sivas(Zara)-1738","114",""
"","","","","Tekirdağ(Çerkezköy)-1250","1101",""
"","","","","Tekirdağ(Çorlu)-1258","1917",""
"","","","","Tekirdağ(Ergene)-2094","400",""
"","","","","Tekirdağ(Hayrabolu)-1388","180",""
"","","","","Tekirdağ(Kapaklı)-2095","868",""
"","","","","Tekirdağ(Malkara)-1511","288",""
"","","","","Tekirdağ(Marmaraereğlisi)-1825","154",""
"","","","","Tekirdağ(Muratlı)-1538","159",""
"","","","","Tekirdağ(Saray)-1596","327",""
"","","","","Tekirdağ(Şarköy)-1652","144",""
"","","","","Tekirdağ(Süleymanpaşa)-2096","1030",""
"","","","","Tokat(Almus)-1129","125",""
"","","","","Tokat(Artova)-1151","61",""
"","","","","Tokat(Başçiftlik)-1883","20",""
"","","","","Tokat(Erbaa)-1308","590",""
"","","","","Tokat(Merkez)-1679","1362",""
"","","","","Tokat(Niksar)-1545","301",""
"","","","","Tokat(Pazar)-1834","106",""
"","","","","Tokat(Reşadiye)-1584","178",""
"","","","","Tokat(Sulusaray)-1987","57",""
"","","","","Tokat(Turhal)-1690","514",""
"","","","","Tokat(Yeşilyurt)-1858","59",""
"","","","","Tokat(Zile)-1740","313",""
"","","","","Trabzon(Akçaabat)-1113","778",""
"","","","","Trabzon(Araklı)-1141","378",""
"","","","","Trabzon(Arsin)-1150","249",""
"","","","","Trabzon(Beşikdüzü)-1775","96",""
"","","","","Trabzon(Çarşıbaşı)-1896","105",""
"","","","","Trabzon(Çaykara)-1244","84",""
"","","","","Trabzon(Dernekpazarı)-1909","13",""
"","","","","Trabzon(Düzköy)-1917","87",""
"","","","","Trabzon(Hayrat)-1942","28",""
"","","","","Trabzon(Köprübaşı)-1966","24",""
"","","","","Trabzon(Maçka)-1507","121",""
"","","","","Trabzon(Of)-1548","275",""
"","","","","Trabzon(Ortahisar)-2097","2159",""
"","","","","Trabzon(Şalpazarı)-1842","52",""
"","","","","Trabzon(Sürmene)-1647","158",""
"","","","","Trabzon(Tonya)-1681","87",""
"","","","","Trabzon(Vakfıkebir)-1709","152",""
"","","","","Trabzon(Yomra)-1732","206",""
"","","","","Tunceli(Çemişgezek)-1247","30",""
"","","","","Tunceli(Hozat)-1397","35",""
"","","","","Tunceli(Mazgirt)-1518","28",""
"","","","","Tunceli(Merkez)-1688","285",""
"","","","","Tunceli(Nazımiye)-1541","16",""
"","","","","Tunceli(Ovacık)-1562","18",""
"","","","","Tunceli(Pertek)-1574","71",""
"","","","","Tunceli(Pülümür)-1581","10",""
"","","","","Uşak(Banaz)-1170","213",""
"","","","","Uşak(Eşme)-1323","179",""
"","","","","Uşak(Karahallı)-1436","50",""
"","","","","Uşak(Merkez)-1704","1606",""
"","","","","Uşak(Sivaslı)-1629","170",""
"","","","","Uşak(Ulubey)-1697","67",""
"","","","","Van(Bahçesaray)-1770","238",""
"","","","","Van(Başkale)-1175","793",""
"","","","","Van(Çaldıran)-1786","1053",""
"","","","","Van(Çatak)-1236","311",""
"","","","","Van(Edremit)-1918","1545",""
"","","","","Van(Erciş)-1309","2550",""
"","","","","Van(Gevaş)-1350","348",""
"","","","","Van(Gürpınar)-1372","555",""
"","","","","Van(İpekyolu)-2098","3585",""
"","","","","Van(Muradiye)-1533","772",""
"","","","","Van(Özalp)-1565","1010",""
"","","","","Van(Saray)-1980","341",""
"","","","","Van(Tuşba)-2099","1916",""
"","","","","Yalova(Altınova)-2019","169",""
"","","","","Yalova(Armutlu)-2020","58",""
"","","","","Yalova(Çiftlikköy)-2022","201",""
"","","","","Yalova(Çınarcık)-2021","134",""
"","","","","Yalova(Merkez)-1716","897",""
"","","","","Yalova(Termal)-2026","45",""
"","","","","Yozgat(Akdağmadeni)-1117","375",""
"","","","","Yozgat(Aydıncık)-1877","90",""
"","","","","Yozgat(Boğazlıyan)-1198","232",""
"","","","","Yozgat(Çandır)-1895","24",""
"","","","","Yozgat(Çayıralan)-1242","68",""
"","","","","Yozgat(Çekerek)-1245","168",""
"","","","","Yozgat(Kadışehri)-1952","129",""
"","","","","Yozgat(Merkez)-1733","691",""
"","","","","Yozgat(Saraykent)-1982","121",""
"","","","","Yozgat(Sarıkaya)-1602","272",""
"","","","","Yozgat(Şefaatli)-1655","80",""
"","","","","Yozgat(Sorgun)-1635","655",""
"","","","","Yozgat(Yenifakılı)-1998","33",""
"","","","","Yozgat(Yerköy)-1726","264",""
"","","","","Zonguldak(Alaplı)-1758","286",""
"","","","","Zonguldak(Çaycuma)-1240","467",""
"","","","","Zonguldak(Devrek)-1276","270",""
"","","","","Zonguldak(Ereğli)-1313","1187",""
"","","","","Zonguldak(Gökçebey)-1926","131",""
"","","","","Zonguldak(Kilimli)-2100","238",""
"","","","","Zonguldak(Kozlu)-2101","279",""
"","","","","Zonguldak(Merkez)-1741","678",""
"","","","2015","Adana(Aladağ)-1757","122",""
"","","","","Adana(Ceyhan)-1219","1383",""
"","","","","Adana(Çukurova)-2033","2371",""
"","","","","Adana(Feke)-1329","127",""
"","","","","Adana(İmamoğlu)-1806","194",""
"","","","","Adana(Karaisalı)-1437","122",""
"","","","","Adana(Karataş)-1443","194",""
"","","","","Adana(Kozan)-1486","937",""
"","","","","Adana(Pozantı)-1580","140",""
"","","","","Adana(Saimbeyli)-1588","107",""
"","","","","Adana(Sarıçam)-2032","1373",""
"","","","","Adana(Seyhan)-1104","7267",""
"","","","","Adana(Tufanbeyli)-1687","131",""
"","","","","Adana(Yumurtalık)-1734","119",""
"","","","","Adana(Yüreğir)-1748","4624",""
"","","","","Adıyaman(Besni)-1182","743",""
"","","","","Adıyaman(Çelikhan)-1246","151",""
"","","","","Adıyaman(Gerger)-1347","220",""
"","","","","Adıyaman(Gölbaşı)-1354","444",""
"","","","","Adıyaman(Kahta)-1425","1443",""
"","","","","Adıyaman(Merkez)-1105","3194",""
"","","","","Adıyaman(Samsat)-1592","78",""
"","","","","Adıyaman(Sincik)-1985","183",""
"","","","","Adıyaman(Tut)-1989","87",""
"","","","","Afyonkarahisar(Başmakçı)-1771","69",""
"","","","","Afyonkarahisar(Bayat)-1773","66",""
"","","","","Afyonkarahisar(Bolvadin)-1200","309",""
"","","","","Afyonkarahisar(Çay)-1239","191",""
"","","","","Afyonkarahisar(Çobanlar)-1906","166",""
"","","","","Afyonkarahisar(Dazkırı)-1267","55",""
"","","","","Afyonkarahisar(Dinar)-1281","340",""
"","","","","Afyonkarahisar(Emirdağ)-1306","259",""
"","","","","Afyonkarahisar(Evciler)-1923","55",""
"","","","","Afyonkarahisar(Hocalar)-1944","57",""
"","","","","Afyonkarahisar(İhsaniye)-1404","237",""
"","","","","Afyonkarahisar(İscehisar)-1809","246",""
"","","","","Afyonkarahisar(Kızılören)-1961","8",""
"","","","","Afyonkarahisar(Merkez)-1108","2354",""
"","","","","Afyonkarahisar(Sandıklı)-1594","354",""
"","","","","Afyonkarahisar(Sinanpaşa)-1626","319",""
"","","","","Afyonkarahisar(Şuhut)-1664","240",""
"","","","","Afyonkarahisar(Sultandağı)-1639","64",""
"","","","","Ağrı(Diyadin)-1283","584",""
"","","","","Ağrı(Doğubayazıt)-1287","1654",""
"","","","","Ağrı(Eleşkirt)-1301","429",""
"","","","","Ağrı(Hamur)-1379","297",""
"","","","","Ağrı(Merkez)-1111","1893",""
"","","","","Ağrı(Patnos)-1568","2026",""
"","","","","Ağrı(Taşlıçay)-1667","317",""
"","","","","Ağrı(Tutak)-1691","484",""
"","","","","Aksaray(Ağaçören)-1860","52",""
"","","","","Aksaray(Eskil)-1921","247",""
"","","","","Aksaray(Gülağaç)-1932","176",""
"","","","","Aksaray(Güzelyurt)-1861","84",""
"","","","","Aksaray(Merkez)-1120","2487",""
"","","","","Aksaray(Ortaköy)-1557","213",""
"","","","","Aksaray(Sarıyahşi)-1866","23",""
"","","","","Amasya(Göynücek)-1363","46",""
"","","","","Amasya(Gümüşhacıköy)-1368","95",""
"","","","","Amasya(Hamamözü)-1938","27",""
"","","","","Amasya(Merkez)-1134","856",""
"","","","","Amasya(Merzifon)-1524","435",""
"","","","","Amasya(Suluova)-1641","300",""
"","","","","Amasya(Taşova)-1668","142",""
"","","","","Ankara(Akyurt)-1872","287",""
"","","","","Ankara(Altındağ)-1130","2858",""
"","","","","Ankara(Ayaş)-1157","57",""
"","","","","Ankara(Bala)-1167","115",""
"","","","","Ankara(Beypazarı)-1187","319",""
"","","","","Ankara(Çamlıdere)-1227","33",""
"","","","","Ankara(Çankaya)-1231","4539",""
"","","","","Ankara(Çubuk)-1260","689",""
"","","","","Ankara(Elmadağ)-1302","285",""
"","","","","Ankara(Etimesgut)-1922","4372",""
"","","","","Ankara(Evren)-1924","11",""
"","","","","Ankara(Gölbaşı)-1744","980",""
"","","","","Ankara(Güdül)-1365","30",""
"","","","","Ankara(Haymana)-1387","203",""
"","","","","Ankara(Kalecik)-1427","72",""
"","","","","Ankara(Kazan)-1815","425",""
"","","","","Ankara(Keçiören)-1745","6509",""
"","","","","Ankara(Kızılcahamam)-1473","128",""
"","","","","Ankara(Mamak)-1746","4692",""
"","","","","Ankara(Nallıhan)-1539","177",""
"","","","","Ankara(Polatlı)-1578","997",""
"","","","","Ankara(Pursaklar)-2034","1238",""
"","","","","Ankara(Şereflikoçhisar)-1658","221",""
"","","","","Ankara(Sincan)-1747","4110",""
"","","","","Ankara(Yenimahalle)-1723","4373",""
"","","","","Antalya(Akseki)-1121","44",""
"","","","","Antalya(Aksu)-2035","556",""
"","","","","Antalya(Alanya)-1126","2384",""
"","","","","Antalya(Demre)-1811","149",""
"","","","","Antalya(Döşemealtı)-2036","402",""
"","","","","Antalya(Elmalı)-1303","223",""
"","","","","Antalya(Finike)-1333","327",""
"","","","","Antalya(Gazipaşa)-1337","277",""
"","","","","Antalya(Gündoğmuş)-1370","36",""
"","","","","Antalya(İbradı)-1946","9",""
"","","","","Antalya(Kaş)-1451","375",""
"","","","","Antalya(Kemer)-1959","346",""
"","","","","Antalya(Kepez)-2037","4438",""
"","","","","Antalya(Konyaaltı)-2038","1001",""
"","","","","Antalya(Korkuteli)-1483","363",""
"","","","","Antalya(Kumluca)-1492","455",""
"","","","","Antalya(Manavgat)-1512","1904",""
"","","","","Antalya(Muratpaşa)-2039","3216",""
"","","","","Antalya(Serik)-1616","870",""
"","","","","Ardahan(Çıldır)-1252","62",""
"","","","","Ardahan(Damal)-2008","28",""
"","","","","Ardahan(Göle)-1356","188",""
"","","","","Ardahan(Hanak)-1380","67",""
"","","","","Ardahan(Merkez)-1144","398",""
"","","","","Ardahan(Posof)-1579","40",""
"","","","","Artvin(Ardanuç)-1145","58",""
"","","","","Artvin(Arhavi)-1147","106",""
"","","","","Artvin(Borçka)-1202","131",""
"","","","","Artvin(Hopa)-1395","242",""
"","","","","Artvin(Merkez)-1152","237",""
"","","","","Artvin(Murgul)-1828","51",""
"","","","","Artvin(Şavşat)-1653","57",""
"","","","","Artvin(Yusufeli)-1736","115",""
"","","","","Aydın(Bozdoğan)-1206","205",""
"","","","","Aydın(Buharkent)-1781","81",""
"","","","","Aydın(Çine)-1256","250",""
"","","","","Aydın(Didim)-2000","454",""
"","","","","Aydın(Efeler)-2076","1936",""
"","","","","Aydın(Germencik)-1348","318",""
"","","","","Aydın(İncirliova)-1807","427",""
"","","","","Aydın(Karacasu)-1435","84",""
"","","","","Aydın(Karpuzlu)-1957","58",""
"","","","","Aydın(Koçarlı)-1479","116",""
"","","","","Aydın(Köşk)-1968","174",""
"","","","","Aydın(Kuşadası)-1497","634",""
"","","","","Aydın(Kuyucak)-1498","140",""
"","","","","Aydın(Nazilli)-1542","932",""
"","","","","Aydın(Söke)-1637","759",""
"","","","","Aydın(Sultanhisar)-1640","121",""
"","","","","Aydın(Yenipazar)-1724","56",""
"","","","","Balıkesir(Altıeylül)-2077","1031",""
"","","","","Balıkesir(Ayvalık)-1161","348",""
"","","","","Balıkesir(Balya)-1169","47",""
"","","","","Balıkesir(Bandırma)-1171","900",""
"","","","","Balıkesir(Bigadiç)-1191","217",""
"","","","","Balıkesir(Burhaniye)-1216","254",""
"","","","","Balıkesir(Dursunbey)-1291","189",""
"","","","","Balıkesir(Edremit)-1294","773",""
"","","","","Balıkesir(Erdek)-1310","142",""
"","","","","Balıkesir(Gömeç)-1928","60",""
"","","","","Balıkesir(Gönen)-1360","355",""
"","","","","Balıkesir(Havran)-1384","163",""
"","","","","Balıkesir(İvrindi)-1418","154",""
"","","","","Balıkesir(Karesi)-2078","1014",""
"","","","","Balıkesir(Kepsut)-1462","98",""
"","","","","Balıkesir(Manyas)-1514","72",""
"","","","","Balıkesir(Marmara)-1824","65",""
"","","","","Balıkesir(Savaştepe)-1608","83",""
"","","","","Balıkesir(Sındırgı)-1619","101",""
"","","","","Balıkesir(Susurluk)-1644","210",""
"","","","","Bartın(Amasra)-1761","68",""
"","","","","Bartın(Kurucaşile)-1496","28",""
"","","","","Bartın(Merkez)-1172","858",""
"","","","","Bartın(Ulus)-1701","76",""
"","","","","Batman(Beşiri)-1184","350",""
"","","","","Batman(Gercüş)-1345","226",""
"","","","","Batman(Hasankeyf)-1941","71",""
"","","","","Batman(Kozluk)-1487","759",""
"","","","","Batman(Merkez)-1174","5274",""
"","","","","Batman(Sason)-1607","343",""
"","","","","Bayburt(Aydıntepe)-1767","49",""
"","","","","Bayburt(Demirözü)-1788","61",""
"","","","","Bayburt(Merkez)-1176","470",""
"","","","","Bilecik(Bozüyük)-1210","472",""
"","","","","Bilecik(Gölpazarı)-1359","35",""
"","","","","Bilecik(İnhisar)-1948","12",""
"","","","","Bilecik(Merkez)-1192","454",""
"","","","","Bilecik(Osmaneli)-1559","141",""
"","","","","Bilecik(Pazaryeri)-1571","44",""
"","","","","Bilecik(Söğüt)-1636","127",""
"","","","","Bilecik(Yenipazar)-1857","12",""
"","","","","Bingöl(Adaklı)-1750","76",""
"","","","","Bingöl(Genç)-1344","343",""
"","","","","Bingöl(Karlıova)-1446","334",""
"","","","","Bingöl(Kiğı)-1475","31",""
"","","","","Bingöl(Merkez)-1193","1479",""
"","","","","Bingöl(Solhan)-1633","359",""
"","","","","Bingöl(Yayladere)-1855","7",""
"","","","","Bingöl(Yedisu)-1996","20",""
"","","","","Bitlis(Adilcevaz)-1106","443",""
"","","","","Bitlis(Ahlat)-1112","531",""
"","","","","Bitlis(Güroymak)-1798","641",""
"","","","","Bitlis(Hizan)-1394","368",""
"","","","","Bitlis(Merkez)-1196","790",""
"","","","","Bitlis(Mutki)-1537","404",""
"","","","","Bitlis(Tatvan)-1669","1129",""
"","","","","Bolu(Dörtdivan)-1916","32",""
"","","","","Bolu(Gerede)-1346","189",""
"","","","","Bolu(Göynük)-1364","100",""
"","","","","Bolu(Kıbrıscık)-1466","11",""
"","","","","Bolu(Mengen)-1522","66",""
"","","","","Bolu(Merkez)-1199","1092",""
"","","","","Bolu(Mudurnu)-1531","116",""
"","","","","Bolu(Seben)-1610","19",""
"","","","","Bolu(Yeniçağa)-1997","30",""
"","","","","Burdur(Ağlasun)-1109","33",""
"","","","","Burdur(Altınyayla)-1874","38",""
"","","","","Burdur(Bucak)-1211","397",""
"","","","","Burdur(Çavdır)-1899","87",""
"","","","","Burdur(Çeltikçi)-1903","17",""
"","","","","Burdur(Gölhisar)-1357","106",""
"","","","","Burdur(Karamanlı)-1813","56",""
"","","","","Burdur(Kemer)-1816","21",""
"","","","","Burdur(Merkez)-1215","594",""
"","","","","Burdur(Tefenni)-1672","43",""
"","","","","Burdur(Yeşilova)-1728","66",""
"","","","","Bursa(Büyükorhan)-1783","47",""
"","","","","Bursa(Gemlik)-1343","652",""
"","","","","Bursa(Gürsu)-1935","716",""
"","","","","Bursa(Harmancık)-1799","21",""
"","","","","Bursa(İnegöl)-1411","2131",""
"","","","","Bursa(İznik)-1420","228",""
"","","","","Bursa(Karacabey)-1434","504",""
"","","","","Bursa(Keles)-1457","37",""
"","","","","Bursa(Kestel)-1960","399",""
"","","","","Bursa(Mudanya)-1530","437",""
"","","","","Bursa(Mustafakemalpaşa)-1535","548",""
"","","","","Bursa(Nilüfer)-1829","2956",""
"","","","","Bursa(Orhaneli)-1553","108",""
"","","","","Bursa(Orhangazi)-1554","498",""
"","","","","Bursa(Osmangazi)-1832","6083",""
"","","","","Bursa(Yenişehir)-1725","346",""
"","","","","Bursa(Yıldırım)-1859","5363",""
"","","","","Çanakkale(Ayvacık)-1160","139",""
"","","","","Çanakkale(Bayramiç)-1180","147",""
"","","","","Çanakkale(Biga)-1190","437",""
"","","","","Çanakkale(Bozcaada)-1205","14",""
"","","","","Çanakkale(Çan)-1229","235",""
"","","","","Çanakkale(Eceabat)-1293","41",""
"","","","","Çanakkale(Ezine)-1326","163",""
"","","","","Çanakkale(Gelibolu)-1340","232",""
"","","","","Çanakkale(Gökçeada)-1408","58",""
"","","","","Çanakkale(Lapseki)-1503","132",""
"","","","","Çanakkale(Merkez)-1230","856",""
"","","","","Çanakkale(Yenice)-1722","106",""
"","","","","Çankırı(Atkaracalar)-1765","31",""
"","","","","Çankırı(Bayramören)-1885","8",""
"","","","","Çankırı(Çerkeş)-1248","81",""
"","","","","Çankırı(Eldivan)-1300","22",""
"","","","","Çankırı(Ilgaz)-1399","66",""
"","","","","Çankırı(Kızılırmak)-1817","48",""
"","","","","Çankırı(Korgun)-1963","25",""
"","","","","Çankırı(Kurşunlu)-1494","50",""
"","","","","Çankırı(Merkez)-1232","564",""
"","","","","Çankırı(Orta)-1555","51",""
"","","","","Çankırı(Şabanözü)-1649","70",""
"","","","","Çankırı(Yapraklı)-1718","35",""
"","","","","Çorum(Alaca)-1124","172",""
"","","","","Çorum(Bayat)-1177","107",""
"","","","","Çorum(Boğazkale)-1778","18",""
"","","","","Çorum(Dodurga)-1911","25",""
"","","","","Çorum(İskilip)-1414","157",""
"","","","","Çorum(Kargı)-1445","65",""
"","","","","Çorum(Laçin)-1972","21",""
"","","","","Çorum(Mecitözü)-1520","53",""
"","","","","Çorum(Merkez)-1259","1913",""
"","","","","Çorum(Oğuzlar)-1976","29",""
"","","","","Çorum(Ortaköy)-1556","43",""
"","","","","Çorum(Osmancık)-1558","273",""
"","","","","Çorum(Sungurlu)-1642","310",""
"","","","","Çorum(Uğurludağ)-1850","28",""
"","","","","Denizli(Acıpayam)-1102","301",""
"","","","","Denizli(Babadağ)-1769","35",""
"","","","","Denizli(Baklan)-1881","34",""
"","","","","Denizli(Bekilli)-1774","36",""
"","","","","Denizli(Beyağaç)-1888","44",""
"","","","","Denizli(Bozkurt)-1889","59",""
"","","","","Denizli(Buldan)-1214","152",""
"","","","","Denizli(Çal)-1224","94",""
"","","","","Denizli(Çameli)-1226","77",""
"","","","","Denizli(Çardak)-1233","47",""
"","","","","Denizli(Çivril)-1257","405",""
"","","","","Denizli(Güney)-1371","38",""
"","","","","Denizli(Honaz)-1803","223",""
"","","","","Denizli(Kale)-1426","129",""
"","","","","Denizli(Merkezefendi)-2079","2191",""
"","","","","Denizli(Pamukkale)-1871","2444",""
"","","","","Denizli(Sarayköy)-1597","215",""
"","","","","Denizli(Serinhisar)-1840","105",""
"","","","","Denizli(Tavas)-1670","208",""
"","","","","Diyarbakır(Bağlar)-2040","4911",""
"","","","","Diyarbakır(Bismil)-1195","1487",""
"","","","","Diyarbakır(Çermik)-1249","694",""
"","","","","Diyarbakır(Çınar)-1253","1100",""
"","","","","Diyarbakır(Çüngüş)-1263","117",""
"","","","","Diyarbakır(Dicle)-1278","525",""
"","","","","Diyarbakır(Eğil)-1791","275",""
"","","","","Diyarbakır(Ergani)-1315","1590",""
"","","","","Diyarbakır(Hani)-1381","469",""
"","","","","Diyarbakır(Hazro)-1389","203",""
"","","","","Diyarbakır(Kayapınar)-2041","3686",""
"","","","","Diyarbakır(Kocaköy)-1962","240",""
"","","","","Diyarbakır(Kulp)-1490","382",""
"","","","","Diyarbakır(Lice)-1504","263",""
"","","","","Diyarbakır(Silvan)-1624","1139",""
"","","","","Diyarbakır(Sur)-2042","1597",""
"","","","","Diyarbakır(Yenişehir)-2043","2487",""
"","","","","Düzce(Akçakoca)-1116","195",""
"","","","","Düzce(Çilimli)-1905","111",""
"","","","","Düzce(Cumayeri)-1784","91",""
"","","","","Düzce(Gölyaka)-1794","103",""
"","","","","Düzce(Gümüşova)-2017","105",""
